zipcode,average_price
9713CH,385.0
1034CK,null
5038BK,null
5912BK,null
9406GN,null
3571LR,800.0
3361VD,400.0
6836TA,1270.0
5211PM,null
7314KL,920.0
4814AH,360.0
3581MB,1350.0
9711JG,716.0
2628SN,null
9726GN,null
1185AL,1200.0
7545HG,211.0
5021VS,389.0
3051EN,null
2022BE,null
8131RV,null
1087MG,550.0
2611JK,null
1107GN,1400.0
5912EL,584.0
4818TN,null
1056DP,null
1077CT,null
2731AS,400.0
9726GP,461.8
9718GC,397.0
8921BW,255.0
9724CB,null
3543EA,null
7511EP,null
5211DT,1050.0
6523NW,552.5
3082VM,null
3081CB,null
2333AN,302.67
6713AT,635.0
8094AS,495.0
9725AA,421.0
9712PJ,491.0
3023KP,null
2611KD,550.0
3077BB,null
3067JL,null
3862SH,null
3981EG,335.0
2611DC,418.0
2546VZ,null
1095JS,750.0
1906BE,475.0
9401JL,null
5654LC,225.0
5235TV,385.0
6701BK,300.0
2561DC,null
9718TD,null
1106ZN,695.83
1072EM,1350.0
2571ET,571.0
6211AZ,675.0
2627AB,null
5223MZ,632.0
2011WS,null
9717JP,272.33
1056AC,null
5046PV,null
7521TK,435.0
4814NR,490.0
1633HC,null
9711VJ,355.0
7371AE,null
1035AX,null
1077AJ,null
2031CD,455.0
2573NT,null
5025TJ,null
8261GP,null
9726CA,null
8012AS,null
3541TG,500.0
1081EP,null
9714JA,null
5831GJ,687.0
3554TG,null
1091GN,842.0
3075AW,454.0
1335TB,null
3024TX,null
1506HE,null
5707RL,null
3513AJ,null
9717JM,null
2611PT,null
3072DB,900.0
7521HW,null
6825CK,null
4811GJ,null
6221EL,null
1082VB,1850.0
3533GC,null
1186AS,450.0
1097LV,null
9723AT,null
1314MJ,null
3531PW,null
1059CT,null
5616GL,null
1064WP,1000.0
9723EM,null
3524RR,null
2315HK,null
1055BT,null
1103KB,670.0
6825HR,945.0
3581TL,null
5684LK,null
3038EB,null
3061PE,685.0
3534PA,null
2312CZ,null
1017PK,null
1077JS,700.0
9743PN,null
1025JT,null
7555CZ,452.0
7521EH,639.4
5224EV,null
3311BT,433.33
2511EG,null
5616RP,450.0
2311GR,326.43
2624AB,null
7511EJ,338.33
3742SX,null
1104HE,null
3068VD,null
1055BM,1558.0
7514GD,499.0
6533SX,null
3522RA,1052.5
1057DH,null
3011PP,480.0
9711VV,597.25
4881VH,450.0
3991HE,575.0
1104KR,null
1074CA,675.0
3512AK,null
5021PL,343.75
2313JG,null
3552HM,900.0
5266AJ,425.71
3014GJ,550.0
2552CW,925.0
6531MN,425.0
5037DD,680.0
2583EH,null
5701SX,null
1016BZ,700.0
2497DK,452.5
2032XL,null
9745EC,null
3512AW,null
6522AP,null
9721GL,null
3074KE,1471.67
1035PM,null
5211WD,null
5614EL,305.0
9724JR,391.5
2011TA,null
3511BB,null
1431SN,null
1107JG,null
2311KJ,null
7543TK,null
3991GH,1137.5
7521TC,null
8226TG,null
3034SV,390.0
2583EP,350.0
3086AN,null
5646AE,null
1059XH,1850.0
9718LM,null
1087AT,540.0
2518EC,null
3544CA,null
3523AA,550.0
3038NM,null
6471EK,null
6222XG,null
2315JT,null
6511TW,null
9715RW,550.0
2805DJ,550.0
5106NA,1350.0
2811SP,1045.0
3011VZ,null
2641ZK,null
9714CC,350.0
3553BK,null
5324JB,null
4381LA,314.0
7522LK,327.33
2496TL,360.0
9712GN,553.0
1338BP,null
5616EH,null
3812AM,360.0
2645AE,402.0
1017BD,null
1422XZ,null
2612JL,310.0
2518SG,1096.25
8918EC,362.5
1057PC,625.0
7522MC,391.5
1274JC,null
9714JM,561.67
1076LZ,null
1034TR,null
1171NB,null
2512BP,356.67
3032AZ,null
1069LD,583.33
1087LB,null
3531VL,355.0
2628DK,null
2034CS,null
3513AK,975.0
9712CS,685.0
3645JB,940.0
2291BK,466.67
1073SC,2100.0
2902BH,null
2593GW,520.0
6219NB,null
9727CS,360.0
3067LM,750.0
1966SJ,null
1011BR,null
5617BS,null
8021BM,null
6217CW,null
5025VR,null
5046NK,null
9581TR,null
5211NW,null
8931BR,null
3581ED,null
5643HL,325.0
6718XJ,null
8934AX,332.5
9718NG,null
1079HM,958.0
1063KX,null
7511JM,null
2564SR,200.0
5025TX,null
2563BB,475.0
5611ER,1500.0
3513AH,null
3813KE,null
1082GE,null
1111CK,null
7423BN,344.0
6227AR,null
6213HE,null
2613SC,432.0
6721JK,425.0
1061XT,null
2522SG,575.0
6582AB,309.5
7533VT,500.0
5643JE,null
9717JH,230.0
2516JE,null
1097PM,null
2548NS,null
5037JD,969.0
2622HH,null
9725GL,null
8442BX,null
7547AB,334.0
3033GK,null
5616ER,null
6512CB,null
5222BG,null
3039AA,null
2562HV,null
2623AC,389.0
5654BT,null
9715HS,null
4816CZ,null
7411KL,null
6221VA,340.0
7512CA,338.0
3532HC,760.0
2316VP,null
7553CW,480.0
3971HA,null
2611GA,null
5813AV,null
6826LR,322.0
1015XA,1800.0
2585GK,null
9713GG,null
5211EX,null
6811MB,595.33
2593BR,554.0
9717LR,null
2516LD,615.0
9401JR,null
3981CC,870.0
3531AN,700.0
2587CN,452.86
3572HE,null
1064CW,null
3011WD,null
7411AS,null
5211KZ,null
3028GW,398.0
1082CJ,null
2034LG,null
1115AD,null
5021PB,680.0
2593BV,null
6826MP,360.0
3075LX,649.0
6828EC,null
8933CT,320.0
6545KG,675.0
5623AG,1430.0
2224EL,null
2573GJ,null
2628BJ,null
8332DH,null
1012MN,null
1074AL,null
1058BT,null
9718EK,null
5046LJ,475.0
6544SZ,475.0
6511TA,null
3527XC,922.0
1363LW,null
9724LG,null
6883AC,303.0
6561AM,null
3071VL,null
1013MK,null
5571EW,null
5212AM,595.0
3562XA,null
2586TP,1825.0
2565MB,null
6538JC,550.0
1023VV,null
6542ZJ,275.0
1606CZ,null
3083ED,null
7577AE,null
5662AG,590.0
1221HE,null
6511ES,410.0
3033AJ,595.0
3024TL,null
3534RC,420.0
3011XW,1785.0
3931WH,null
3513EB,null
9715EA,1065.0
6717HP,null
3036AB,null
1032EA,700.0
1078LL,null
2573KM,null
3151RP,null
1212EN,null
3038GL,null
5046DK,null
5032XP,null
9665JA,452.0
9717KC,1100.0
3032HA,null
1107HT,500.0
6511LK,560.0
3511LJ,null
3583CV,null
3522GT,550.0
2025XH,2500.0
1324DX,1400.0
2011TP,1016.67
3311LT,null
7511DG,545.0
2597PW,null
5621EC,null
9712NS,442.0
7322ES,350.0
3206TD,null
1067BM,null
6711NG,386.0
3522GA,null
9712BJ,null
1065XP,null
1171XP,null
2565JK,null
1025WR,null
3481LG,700.0
5701KL,null
3036BD,null
3941BR,621.43
9718ML,null
5611PA,775.0
3764XK,null
6543VM,null
5611TT,null
9722GE,null
9711JB,null
6211CM,null
3543JR,460.0
3755ED,null
1181CB,840.0
5025NL,965.0
7512ZE,265.0
1067KZ,525.0
2316CH,585.0
1083AJ,421.25
7316EA,null
9722AG,null
1055GB,null
1091JH,null
3524LW,1575.0
8081DN,null
4834JB,455.0
5022JK,635.0
2312VK,null
1056LA,null
3074EN,1150.0
1072XX,null
4382VS,null
5702CJ,null
5025VD,null
2573HG,390.0
1062XH,800.0
9718EL,null
2801JS,1300.0
9714AA,null
9715LM,null
1019EX,null
5231XS,null
8224CW,null
2134LW,750.0
1051LD,null
6541PG,null
1056PP,null
3481VE,416.67
4812PP,null
1704WH,null
8011GD,315.0
9721AE,995.0
9711TW,355.0
2015CL,575.0
9718CB,350.0
7512BX,390.67
2804MD,375.0
9728KE,389.75
2215KS,425.0
3523BV,null
3036ND,null
6511LN,null
5615HL,null
5611PN,null
6533VS,null
3035XD,650.0
7823TT,300.0
1066LE,680.0
3582XB,283.0
5674XT,285.0
3051JL,null
1069NR,null
3761DG,null
2518VB,null
2628SC,null
5652SG,null
5641PT,462.5
1073TE,null
2587HG,935.0
2571CH,null
5041JH,null
6824BT,null
2522AN,810.0
8933DK,null
3531HE,null
1502TG,390.0
3712AB,950.0
1106JG,700.0
6841KH,null
1703ET,null
2312GC,1500.0
3436TJ,null
1051LN,null
2613PJ,345.0
1056EV,null
1019XB,null
6541EZ,null
6826LD,null
8918CC,null
3531CN,null
1035CL,null
5504GS,353.0
3941ZT,null
6828GM,556.0
1075XS,null
3812DP,null
3021ZD,null
8921AM,450.0
6533DV,850.0
2134ZX,null
3224BL,370.0
3532GN,365.0
3031EH,null
2051LH,null
1072BM,860.0
8031CH,null
9401DZ,null
2522LR,null
6221EH,null
6814AK,null
6701AC,450.0
5042HA,969.0
3061GB,345.0
2611CZ,645.0
1054JM,1230.0
4381WR,null
5041GH,1235.0
9725AH,null
3086LJ,731.67
7609PS,null
2523AR,315.0
5616SE,null
3572AP,500.0
9743TZ,616.67
2512DH,null
3074WE,1017.5
8031AS,null
1103LR,806.33
2312SJ,null
1068WV,1550.0
6214AE,null
1053WE,null
9726GS,314.0
1188JH,null
5052HM,415.0
2211JV,null
2622JL,616.25
2351AL,null
4201CB,null
9715HD,null
2561ST,null
5025WE,619.33
7545JN,450.0
2801ZS,null
1811HG,780.0
6525DW,null
3564CK,null
3062VL,null
1078JP,null
5382KD,null
3562JZ,null
3851WB,614.5
2517VL,null
7314JA,596.0
1191KN,null
7524CH,null
5046MC,785.0
1231NL,null
3721CN,null
6291GA,null
1063KV,null
3112EM,null
5622BM,1650.0
6821EV,750.0
2526BK,null
6367HB,null
3607HD,null
2316CN,null
3085KA,null
1181XC,null
1504AT,null
6524GA,null
1092HE,1270.0
2022CK,700.0
7417TN,315.0
1056SG,null
3511MN,null
7822AN,400.0
5641WZ,425.0
5223DH,null
9715HT,null
6097GA,null
6211NW,null
3551AG,null
9711VN,null
3067HP,null
1221AV,null
1052ER,null
6824HL,495.0
1314SE,null
1602SN,null
3037EE,null
3543KD,null
3817AM,null
6828HD,610.0
1506KX,null
3078GB,null
8921ET,631.25
2313DV,405.0
6411AD,null
1404EP,null
9718AB,null
9492TG,356.25
7311HZ,null
1501TD,551.0
1066JN,665.0
3081HS,768.5
6704PG,null
2525VT,406.0
1314KT,null
6714LB,null
7533VW,289.67
3112JM,500.0
7511DM,394.31
2902AN,625.0
3817AA,null
3195HA,null
9717BM,355.0
5037HT,null
2332EL,507.0
7514AZ,null
3061HG,null
8918DL,198.0
9724CM,null
3023XS,null
1097ZN,null
9722GB,null
5631GL,410.0
1104LJ,null
9717JE,401.5
1051JN,null
5652JG,null
4817EN,null
3069EX,1845.0
1013HE,900.0
6641BB,null
6713AA,910.0
1339BH,null
5341RZ,null
5211KD,null
1012LC,1023.0
5051EN,399.33
2902AM,null
6133AK,275.0
6522GA,504.0
2612ED,575.0
3012LD,1170.0
1815LB,null
4701LB,700.0
2593RZ,null
2026TV,null
1111HL,null
1087DB,null
7512EX,300.0
3062PM,null
6826HC,null
1104TN,560.0
3544TE,1200.0
4141BA,445.0
2181BS,null
8921CD,361.0
2314AL,750.0
8921HP,null
2573AN,null
1093HP,null
9717CL,370.0
7411LV,456.0
3025RS,null
4194VD,null
3112AG,null
7041EA,null
2727EL,null
2311KP,200.0
7008AN,335.0
3981XA,null
5331VA,353.0
1083TP,850.0
6224JC,null
2332JC,null
8447BV,null
2625PL,449.0
5014LK,null
2034RZ,600.0
1181JH,2125.0
6882AE,775.0
9711SR,975.0
5431WG,null
1082EJ,null
1072VS,500.0
5504BP,null
2014RB,null
1102TL,1250.0
7542EJ,767.5
1035AV,775.0
7511EW,380.0
3985RA,1116.67
3514EC,null
3981AC,null
8913BH,610.0
3077SB,350.0
3514BX,null
1072VW,800.0
7417VE,410.0
8024CC,null
6215AC,298.33
1076KX,null
1066KB,null
2611BB,327.0
1187JW,425.0
8911JT,null
6543TE,null
3551EG,null
2023SE,1125.0
9726EC,null
1108CS,950.0
9713SJ,915.0
3815SW,null
3112AK,635.0
1251LV,null
9718NT,null
2131BL,null
2625DL,null
1097BZ,null
3818EM,null
1053TM,null
2512VB,785.0
6703BH,null
5042DH,null
6544WE,null
3071NH,null
7521CZ,650.0
4381SK,null
3531GW,null
6531NG,null
9712GH,450.0
2321ZA,null
6224HT,null
2321TA,null
1104VB,null
3437PS,411.0
6512JT,null
3831RD,null
3038PM,null
5014DS,840.0
2172BG,null
5632HJ,null
5652EN,null
7311AH,null
3016DB,731.5
6224BP,390.0
5231XP,null
6216PZ,null
3016AN,null
6213HD,425.0
3824JK,null
1051RH,1100.0
9713CN,450.0
7512CL,332.5
2153CS,null
2571HT,null
2585BP,null
8245BA,null
6163EX,null
4817HD,null
5591TA,612.5
5629CH,353.0
2593ZZ,null
3524KC,null
3067AS,575.0
7553JJ,null
1319AR,500.0
4332AX,null
5644SK,1335.0
3039ZP,null
3073GH,null
6538NL,null
1186HX,null
1335RD,605.0
6525SE,345.0
6221AT,875.0
1018BS,null
2612JK,null
6524GJ,341.0
6531GC,null
1017NN,null
5621AH,652.5
7544CM,385.71
3062DH,462.5
1083DB,1235.0
4701LL,null
9741NM,null
1211KH,null
3021GD,null
6826NM,675.0
1111XK,591.67
2522EE,null
1363CC,null
9742JL,null
5211KR,null
9742EW,520.0
4817JN,null
1357BZ,null
6714EX,300.0
8012DB,701.67
3742WG,null
1313JE,null
8241AP,null
4826EC,null
3524BZ,1325.0
9411TA,250.0
5215BD,395.0
2585TZ,null
6511ER,null
6715GD,null
1628AM,null
1078DC,null
3038RG,null
3135GH,null
7511JB,null
2574SG,null
5615KT,null
7411VE,389.0
2665AB,372.5
9742BE,365.0
1223BJ,560.0
5431EB,1050.0
3701GJ,null
9718BX,null
5223ML,null
7531BB,null
2312VV,null
7543ZN,900.0
3765GH,842.5
1056SB,null
2531AE,null
8915CD,null
7412PN,null
6999BA,null
3581JC,385.0
1705HM,null
4384MN,null
3086LN,425.0
1066HX,null
3811JK,null
5211AV,null
2181TD,null
1019NB,null
8922GA,715.0
5011CA,null
1335GD,null
7521AK,522.5
6541PX,null
2624DG,412.0
2331CV,null
2523KA,600.0
5042BA,425.0
3436GH,500.0
6833CK,942.5
3026CJ,null
2313AM,485.0
2581SH,590.0
1104GE,null
1074ED,null
6512HA,null
1093JN,1941.67
3931ES,null
2284CZ,null
7543WR,null
1944HD,null
5211PV,705.0
1901EK,null
3118AD,null
1052BV,null
5616BC,null
5308JK,null
9724GK,null
7553MH,null
3584GB,null
3572TR,1220.0
6533AD,null
2316JP,null
3067TN,null
5345JR,null
1024AD,null
2624ZL,null
3117DP,null
5042JA,805.0
7412VG,null
3012EG,null
6532CE,null
9713JN,970.0
3515GC,null
3085TJ,null
3117SW,636.0
2982AR,620.0
2405BT,687.5
1175KN,null
8921EE,null
1111VN,null
2116EM,null
1098TA,null
3011KT,1126.92
5011KD,515.0
3074LL,null
7513EJ,326.25
3035BN,1300.0
1067LE,825.0
5046GP,880.0
1324NE,null
1102AB,null
7513CG,795.0
1521DR,null
1052JL,null
3564CR,435.0
7941XH,457.73
7601CB,370.0
3028BJ,800.0
1052JT,null
2311HS,475.0
5616BP,null
3083PA,null
3527XJ,419.0
1541BA,null
3031CA,750.0
2531SR,521.6
1107TD,null
3024BE,450.0
1075AT,null
1422PL,null
9715CK,345.0
2562CD,510.0
1053NT,null
9742ES,355.0
9711BP,427.5
1079VE,525.0
3581RX,null
8921TR,null
2158LW,null
5652EP,null
1104TZ,null
7312JC,null
1067NG,null
2628GG,325.0
3603AS,null
1018EE,null
9712PE,null
3039DA,650.0
6222CS,null
1036KD,null
2587RE,null
6882BZ,null
2353EK,null
3826CL,null
6217JW,636.5
1931BT,null
6707AG,null
3554BB,null
6216BR,null
5931EK,null
3553HC,660.0
2515JV,425.0
3023BD,990.83
1073CR,null
7522MA,null
5141KK,null
9713EE,null
5691KD,null
1065KB,null
3551ER,null
1083CT,900.0
1817HD,null
9743TE,null
6217GH,500.0
3454CR,null
2587XG,null
9715EW,420.0
3038AA,null
2624BD,null
9718CN,510.0
1056GB,null
3811NR,null
6824DP,null
6512CD,null
2541VD,400.0
2524BH,null
2243EA,null
3012VL,null
6511RP,null
9711RV,703.8
5216BM,null
6541PH,null
5212VJ,null
3063ER,896.0
2562GK,457.0
1056BA,null
5014NG,1095.67
1943EV,null
2283GT,null
3037EL,625.0
2551ZM,null
3051LD,1250.0
5044NG,459.0
1051KE,550.0
1054XG,1021.43
3072ER,790.0
6074EL,null
8932NA,395.0
3195RE,null
9713KA,795.0
9726HH,1195.0
3511PG,null
2582VG,null
1019GG,null
2801JR,null
5682JG,837.5
3901CC,300.0
1503CE,null
5021TV,null
1211BR,null
9724NA,null
2625BW,417.0
5615PP,510.0
1091AA,null
2562BG,null
1097NP,null
1018JW,null
3572BG,550.0
1081EB,null
1241NJ,null
1098XK,null
5014RB,null
2521CS,1023.0
3514CV,1710.0
5262CT,null
4133AK,970.0
9711SG,750.0
1211GE,null
5912TV,null
2582VT,null
6707JJ,395.0
3633CT,2250.0
4383BJ,null
2613GW,null
1083AT,null
1171TM,null
1058PC,700.0
9718NV,null
6826NB,null
3341EH,null
5652JP,null
3023PG,null
2252GS,null
2805RL,null
9711NW,null
3195RM,null
6515EG,null
2613VJ,325.0
3039ZC,null
3038CT,null
8012WK,null
1069BX,1045.0
3773AC,null
3314JD,600.0
8926MN,null
1339ES,null
5701ZL,null
2131VC,625.0
5613DC,null
8015PX,null
3083ZH,null
3512GT,null
6214RB,null
5628TJ,null
6543TP,null
3082TN,null
2613CN,null
6828GV,null
2625TC,650.0
1018DR,4675.0
2312XE,null
6211CL,null
9725LG,575.0
1024PM,700.0
1319CS,null
6543MB,383.33
6211LA,null
9714JX,null
6828GS,null
7311JT,null
3031PW,575.0
1502AK,null
1318DP,null
6522DM,710.0
5014RJ,null
2311EX,412.5
3112KB,null
2033NR,null
9712AN,295.0
5025JA,967.0
8933AJ,null
2628BC,290.0
6601AJ,527.0
2631ND,248.33
8921LG,null
5014LD,495.0
1382JL,538.0
3706TG,650.0
3061WN,500.0
5614HT,715.0
5014AE,475.0
3514CJ,1208.33
3037RP,537.5
2313KL,1097.0
7391EK,null
2628TG,461.25
2322LK,null
7521EC,195.0
7412WX,null
8243KL,512.5
8933AM,null
2013ZB,null
2611JL,null
3951KD,900.0
1312TA,715.0
9712BK,null
4181PV,null
6224GP,625.0
2595AH,460.71
2573PT,null
1054LA,null
3061XG,null
6811GW,639.0
1271AE,null
1025JC,null
5625SK,null
6833BD,null
6822BM,415.0
3074EB,null
9712JC,500.0
3972EP,375.0
9743PX,240.0
3621VP,null
1068MK,null
1060MK,null
3512NP,null
1107AR,null
5654AD,null
4811WJ,900.0
3038AJ,null
1061TJ,null
8031CK,null
6701BT,null
6814HJ,495.0
2311VT,650.0
5042HV,null
3069MD,null
9714BD,null
5611EV,395.0
3824JV,null
6824AZ,null
6211JA,600.0
1091CE,null
4849AR,null
3035TK,null
6811DZ,null
9743PT,null
2352KC,500.0
3082PT,null
3523BG,null
3861BS,null
2011HS,null
3531PR,376.0
3014ZW,null
5504AD,null
8011TA,null
6702CS,null
3564KM,null
3083KG,500.0
2516GK,660.0
1318RB,650.0
6828KD,null
4827CG,450.0
3817AR,602.75
7511PM,249.0
3761CN,null
3511ZN,null
9714AM,322.0
3074RC,null
6821BS,475.0
4811ZB,null
7556TE,438.0
5017JW,1065.0
7412VN,825.0
5231MZ,null
1096DL,334.0
3075AV,null
5401CH,null
5036BE,null
7542BC,495.0
1082EE,700.0
1339NN,null
4814HG,425.0
1823HA,null
2582CG,null
1055DB,700.0
2583EG,null
3701VG,null
7523ZD,null
1031JW,1820.0
1404HV,null
8913HA,773.0
7412PR,null
2611GL,null
9732JC,null
3582HG,null
9714BG,800.0
9721BR,225.0
2516HX,null
2611JH,425.0
1091AD,null
3514GD,360.0
1566TE,1160.0
6216NW,442.0
2905AE,1046.0
2312NW,null
3722BK,350.0
3032PJ,null
3523BH,null
9713TP,null
8023VT,null
6524ED,612.5
1056DS,null
2545RL,770.0
3037PB,657.5
5221LW,null
9402TH,null
9351BZ,null
2402LP,null
7543BM,260.0
3811EW,467.0
4353BL,null
3835PH,null
1107XD,null
3038AG,620.0
1448RL,650.0
5642CT,null
9717LP,null
7544GT,null
9051KW,null
1221EE,null
3031PL,600.0
3362JM,null
2514CT,null
3828RC,null
2613DP,385.0
3081JB,500.0
8023AX,335.0
9713WL,null
3512AG,null
6524JE,null
9936EC,null
1011TM,null
5037AD,null
1056PN,null
1033PG,886.67
9723AD,407.8
1098PZ,null
1051TW,null
8922AP,675.0
9727EC,null
3572PD,null
9725AE,532.5
6535KE,null
1068PJ,750.0
7556LP,null
7315AP,null
3028GZ,473.0
1059AM,700.0
3012HT,null
5043MK,null
3512AN,null
6811AV,885.0
5654LM,908.25
5018GG,802.5
2571BT,null
2513BM,820.0
9716AD,398.75
3527VL,1200.0
1035CK,null
9717LJ,395.0
2497XT,null
9718EN,345.25
4381PD,350.0
6826MB,600.0
3012AK,null
3021PG,819.67
1115HD,null
5658HT,null
2531VS,null
1074BC,null
2515XN,null
3023GH,520.0
1106SJ,null
3082DS,650.0
5211DK,1110.0
1185AG,null
9712DB,null
6229AP,null
9714HC,null
1055DA,null
2011BS,null
8606CL,null
5615GA,null
2037EC,450.0
3061AA,689.0
5643HJ,null
5042NZ,543.33
6701BJ,275.0
3706VE,415.0
2624CM,null
6826MH,null
7824HB,null
1339BD,null
3051RC,390.0
3025HE,1745.0
1182JP,775.0
5611CG,null
3083GE,null
5046CL,825.0
3024AN,null
3083KC,null
6828TV,null
7556MH,null
1221GZ,null
1333PH,null
9727JR,526.0
6712EK,null
6221XK,null
3524DZ,560.0
3571PP,null
9715EM,384.0
8918CV,null
5492AK,null
3526JG,575.0
5037DH,475.0
6412VL,null
2573GD,495.0
5025VC,null
2312WC,null
1324RV,null
7523AD,null
3555BS,null
3022EK,600.0
6211NJ,null
1072AM,1090.0
3526JC,1381.25
9724CW,null
1073HW,700.0
6711AC,870.0
3083ES,1045.0
5212NB,null
1018PV,null
2573NX,565.0
8326CT,null
8032DE,null
6221BR,438.5
1097HR,null
3011AB,null
2613ZG,null
5644RA,355.0
1035HV,1330.0
1181AE,null
9718ST,1050.0
9714HJ,null
6214AH,null
2011PD,null
9718TC,415.0
3037ED,465.0
4266EJ,null
3073RK,null
2595GA,null
3584HJ,null
8224CR,null
8011LE,null
2571HJ,410.0
3732EH,null
2285AP,null
7547BD,null
9713XR,null
1067JS,null
3036BE,null
2561DZ,null
3038JP,null
3028TD,null
1759HJ,null
6224AJ,null
3554GL,465.0
5014NK,920.0
5038TH,550.0
5464PW,null
1185LV,null
3531JM,null
1096DS,1779.5
5616HM,null
1011VK,null
1055LA,null
1185LS,null
9736GB,null
4841AA,850.0
1076PN,null
1057BA,null
3082PM,null
1076VS,null
9321LL,1225.0
3012BL,null
3083KP,595.0
7651CJ,null
9714ES,297.5
8933CZ,null
3981HE,null
3051GT,null
3401NT,null
6211PR,360.0
3531CZ,null
2803SC,null
2011JX,null
9718HT,null
1071TR,950.0
2523BJ,null
1221NE,null
3521BM,null
1016BS,4375.0
9714JC,null
1058JK,null
5272BA,null
2517LA,null
1181XN,null
5246AG,458.0
2332TA,558.33
5616RE,1500.0
1068ZE,1335.0
2581XV,null
6512ET,1500.0
1018GW,787.5
2991PE,607.5
5025KK,783.33
3522SV,null
5641TK,null
6717LG,485.0
5654ND,840.0
1211AG,null
9711JS,317.0
6525GV,null
5683LE,null
2512VR,null
9741EA,null
3012VG,null
1035EC,425.0
1103LW,1500.0
2564CG,470.0
9712NV,null
2518VA,null
6217KA,null
5235LR,null
9711ND,null
3039VE,null
2321AR,null
1211AK,null
3037AH,null
7511GD,null
1098WG,null
3028CA,null
7512GZ,735.0
3036HB,750.0
2613TD,480.0
5216JA,null
2595CN,null
1211HZ,null
6221BV,460.0
1072LH,1750.0
2565ZR,null
9718LJ,null
6561XJ,365.0
1566MP,755.0
2628DG,null
3026GA,886.0
1079KC,null
3015BR,null
7545GB,null
9711KR,null
2801JE,450.0
8052BE,null
4827CE,null
5611XA,1920.0
3038BG,675.0
9742CZ,650.0
2518GA,780.0
9736AD,null
3037XG,976.0
2021KA,null
6931BD,270.0
1058SK,null
7523AE,null
1033GX,null
1082CC,null
9726GE,null
5066BV,null
9717LL,495.0
6131JC,null
7523RE,278.0
6826LB,470.0
3073DX,null
1506TC,null
2587EA,600.0
1441AT,950.0
1024LD,520.0
3081CL,null
1063LL,null
1082AZ,1500.0
8921NA,null
1335PH,null
6711BP,375.0
6162ER,497.73
6211NX,null
3522XL,338.33
3941HR,722.0
2574BD,450.0
1081AP,null
2546SV,375.0
1211JN,360.0
5615PN,null
1092CR,null
3131DR,675.0
3512CT,null
3073GA,null
2904CJ,695.0
3112GP,null
3031PN,555.0
9712SL,null
2021RJ,625.0
6983AZ,null
5643AJ,null
2271BH,null
1382MN,null
1221NG,467.5
2543VK,null
3038AW,746.5
2806CS,480.0
3011AA,885.0
8911JS,585.8
9713GD,324.0
1094GA,500.0
4818PH,null
5025PV,935.0
1061TE,null
5652EH,null
2628DS,null
1107HR,null
6714LS,null
3082SE,548.0
1077WE,null
5629KH,370.0
1058AH,null
6002VB,null
3073DM,null
2563GW,530.0
2035VE,450.0
5651BA,null
2514CB,null
3067ZL,500.0
8022PN,null
3524CM,null
1053RV,null
2571GL,null
2283AV,null
6217HT,null
6541PE,590.0
7543AC,465.0
6512DL,null
4871LA,null
3023AR,642.5
3021CB,null
5021JC,null
1055HN,null
4381CS,null
1082KJ,1662.5
1076KN,955.0
1311HV,550.0
4811DC,null
6374GK,null
5211TK,800.0
1812PB,null
3962HG,null
1092XW,null
3083NL,null
1091SE,1100.0
1507TD,1600.0
3061RA,715.0
7101DB,null
3526WC,null
3825RD,null
9725HK,null
9712SH,387.67
6538RL,null
6851BM,760.0
8016LC,null
3531PA,825.0
1034TV,1100.0
6825BR,400.0
1013GK,null
1441BJ,null
3074BS,445.71
3021CJ,null
4493AS,null
2312EW,null
9718LG,1200.0
1947HA,700.0
7533VL,366.0
2526AS,null
1141CP,658.0
1061GL,575.0
7311MZ,null
5611VZ,null
2332RA,700.0
3074KD,700.0
8935BA,null
9713AL,465.0
3533JR,null
7511HG,null
7601PZ,null
1025GL,null
5611TM,565.0
1432BH,null
1069LG,null
3193JG,null
2317JZ,null
1013HS,null
1401ET,null
3511NC,700.0
3026RJ,null
2315HJ,630.0
1504NN,404.67
3521GC,null
1017NM,null
1062LA,790.0
9712VN,399.67
6546RH,null
5046NJ,null
3064AD,null
4811HS,null
3513BP,1200.0
9714AB,null
1103TA,1750.0
3571PE,null
3543GN,700.0
2523AP,550.0
5215HA,null
2593PB,null
2555CN,null
2596GG,null
3076RJ,null
5224GE,357.5
1851WN,null
3814RA,550.0
7661RV,null
7423XN,null
2611VB,null
1097RC,null
2035EM,null
2037GR,null
6521HV,412.0
2531XC,null
3083GA,null
1825HH,780.0
7941LN,null
2311EB,null
3737MD,null
4811JG,595.0
1091KK,null
9231AB,300.0
2132WC,400.0
2215BD,null
8031MA,null
6533HE,null
3081RP,null
3553AH,null
9727HN,null
2573TC,null
3025CA,null
7511MK,null
1319AS,1400.0
1092SB,null
1213TJ,null
6224AD,null
5061WE,null
1055NL,null
1261ZH,null
2622DV,null
4835NJ,null
7417VJ,385.0
2135BM,null
3831AJ,null
1506GB,null
2021ZM,400.0
1106PJ,null
1112RN,null
9711NZ,850.0
9717GD,690.0
6521CN,310.0
6824JN,650.0
2516TH,null
1186ZC,null
1065EJ,null
1724SH,null
4901HR,null
8934AP,500.0
1017TH,1150.0
9041VG,775.0
1068ZZ,null
5046DT,null
7311BH,null
7545CC,200.0
6706JM,null
6827AW,null
5038BW,null
9716AP,215.0
6706GE,null
8013TS,null
2514GP,null
5223CC,309.0
2514GT,null
7413AD,406.67
2516EE,670.0
2281CR,null
4904HH,695.0
1019LG,1775.0
9405NT,423.0
