zipcode,average_price
1018AZ,775.0
7557GB,550.0
3544PZ,595.0
1442BA,690.0
6828JB,null
3511EC,null
6137CC,381.67
1106BX,null
2593SC,621.0
6533GP,794.0
2546VX,null
2593ZL,720.0
2284EB,650.0
6221AG,null
4207EZ,750.0
1012PZ,null
7545KG,315.67
7511HA,null
2321DX,338.33
1017DP,null
7552KA,null
1053KG,null
3082VL,443.0
2906AL,null
1096HW,null
1075XN,675.0
1017NP,null
3512EP,1350.0
7514BA,341.25
1052HE,1199.5
3832JC,null
1019RV,null
3061HE,null
5611SR,null
6604EM,null
6581BN,300.0
2151JK,450.0
3063BV,372.0
7241DN,null
8916BT,null
1057ZE,null
9716GG,429.0
7514AR,null
2331HT,450.0
9713EL,null
8021CT,485.0
2729CJ,500.0
6522KN,null
2574BA,null
9718MJ,367.0
1404GA,null
1333KS,475.0
9744BH,null
9481AT,600.0
1051XZ,null
5914AT,null
3011XG,650.0
2624LL,null
3523EC,null
7311AV,null
1813JC,null
6711NH,null
6544TD,null
1094AB,null
9741LV,null
1082AT,null
1104GD,null
3071MB,540.0
1072LN,null
3437BX,null
5571KV,350.0
1102LA,null
3522BZ,500.0
8091PG,null
6822KC,null
3032AW,500.0
1078EW,null
1964SM,null
3012BT,null
6824LL,395.0
6814HA,null
3028AN,367.5
7513HM,357.4
1078AC,null
3063AZ,836.0
2333XR,671.67
3822BZ,370.0
3022EH,null
3432TM,1235.0
7521AL,null
9725HA,365.0
2521ZE,1359.5
9711SW,null
9712LD,null
6214AC,null
5612RT,null
1911EW,null
5041BL,600.0
2311PT,570.0
3051XR,null
8034PL,430.0
2612CL,487.0
3825GM,312.5
4251CH,null
2614AZ,425.0
3555CA,575.0
6535MD,545.0
1082TK,null
1066MB,null
1097ZT,590.0
2613HX,320.0
9725CE,911.67
2531AJ,null
2514CL,2400.0
6512JH,1650.0
7521SG,null
5021TJ,1245.0
1032XR,1200.0
1068ND,null
7606AB,427.0
3082SW,null
1326LN,600.0
3085TD,null
5641HB,225.0
3311CT,625.0
3534PJ,null
6224GN,null
7521BW,400.0
1094AH,700.0
5613KH,null
1072TJ,250.0
3081HB,420.0
1103SC,400.0
3552HK,967.5
1058AS,895.0
2513BJ,null
3813EV,null
2516HC,400.0
3083XG,null
9077RC,null
4701JR,null
2312NL,380.0
5802GN,null
3112BS,1225.0
1314VA,null
7141ER,935.0
9407KD,null
1181AK,975.0
3532AJ,350.0
6412AN,null
1025GR,null
8023BL,527.5
3061DX,325.0
9743ET,null
3554EB,552.5
9715BS,212.5
5629GA,null
7513DM,null
7413CM,null
2135KG,null
1068RC,850.0
1034LS,1470.0
4385GB,390.0
1314NK,null
2515XS,960.0
4854CH,353.0
7416ZH,null
5261VC,null
6833HB,null
6045VX,428.0
3817ES,480.0
2162KM,null
8933AN,467.0
2165AA,null
3033SB,620.0
3061VA,755.0
3852XC,null
1021EM,null
1333HT,null
1056DN,null
9724BL,1250.0
3112LC,525.0
1901LN,null
7531CJ,null
6531SG,995.0
1021LC,null
3021TN,562.5
8932LP,null
1071NV,null
2032KP,400.0
6707ER,null
6822GS,null
3076EJ,null
9718AA,1100.0
2321XJ,null
2334BR,null
9607PR,null
4834PR,null
5612KG,null
3562JD,null
8913BD,411.25
2624TA,867.5
3051ES,null
1066DP,null
3554BE,null
5141HB,null
1065LS,null
3035SE,null
4854LB,null
1065AA,825.0
7522ER,null
1503HP,820.0
6211NR,694.0
6533PK,540.0
2032KK,1000.0
9743HG,375.0
1212CC,null
6661EJ,370.0
7574TL,null
1506AL,610.0
2613GE,380.0
3075VM,null
1215EM,null
3532VS,null
3112BJ,null
5581CC,null
2545EJ,null
7587BC,null
1057ZZ,null
1815BJ,600.0
6221AH,null
2034NP,null
3014AM,null
2584BC,null
1079KT,null
9712SB,null
1094NP,null
7941KW,850.0
3708GJ,null
2524BC,null
6021AC,375.0
2321GS,470.0
5751HT,349.0
1019RA,null
3011KX,null
1966SR,null
3082SM,null
2611PE,null
8019AJ,230.0
2321XL,405.0
1059TG,null
7511LS,null
9711TA,425.0
1102ZX,null
4835RA,null
3582PW,null
6415TV,439.0
6228HA,1275.0
6821CL,365.0
3956TC,null
5211VH,null
1064MB,null
1025DX,null
6828CN,null
7521EE,326.0
1941HB,null
6825DD,578.33
2801WZ,1600.0
5211MD,null
5013CC,520.0
1216JD,null
9712BX,485.0
6417CC,null
3024BH,729.0
7938PA,null
7542EW,null
6821EB,null
5022AT,350.0
6833HL,535.0
1075LT,null
3512NW,null
2611BT,630.0
3994TA,995.0
6511MA,null
4486AZ,null
2311BT,933.33
2614LD,null
9408AM,438.0
3555ES,700.0
3524CJ,735.0
6522BR,null
1059AP,null
9411AJ,438.0
1506JB,550.0
8921PS,420.0
2132DM,null
4231EL,null
4461DB,null
2512VD,535.0
2021GB,null
3582EV,1475.0
1064WD,null
3511XA,null
2624WS,340.0
2517SK,null
3555BK,null
9725HC,450.0
2324AS,null
2034CR,null
2563RP,null
2312CA,null
2515SB,550.0
6862EC,982.5
6511AR,null
3515GM,300.0
8042GS,330.0
6714BR,null
2311CL,null
2031WH,null
1059BK,null
1354JM,390.0
3526VD,null
1097VD,null
3074HB,null
2595CL,null
5025ME,null
3012CD,null
1824VG,null
1053WS,null
8931AV,null
4382PT,null
2628HZ,503.0
1102PB,375.0
8913HD,429.0
3067XP,null
6511SG,null
5643KJ,475.0
6843GJ,null
2612PP,null
8933EK,null
6545NK,325.0
5262CW,780.0
2312XT,314.0
1061GT,750.0
3072CG,null
6538CL,null
1186HB,null
9501CL,null
8031AA,null
2561BH,null
6411NM,null
5642GK,null
2611SL,null
5473GM,650.0
1962WX,null
4371AC,null
2041JH,1033.0
5625AN,540.0
9722GJ,800.0
1211LV,null
8226CB,400.0
9031XJ,315.0
9725GD,300.0
1082BR,null
1055XS,null
2132GL,395.0
2801VH,null
1361CG,480.0
8011PJ,null
2593TH,650.0
4463WX,null
3562SM,650.0
3061JW,null
7948LD,null
9715HB,null
2202LD,680.0
9718HM,380.83
1067AN,950.0
3704HB,698.75
2715SB,null
1185BX,null
2201HH,null
2582XG,null
3523ED,540.0
3527BA,385.0
3522XA,1300.0
7513HD,337.67
3901ZJ,350.0
5014AK,null
8921BX,345.0
1075PD,1170.0
1065AJ,null
1069MP,400.0
9714HB,null
4811LV,465.0
1521AH,null
2511AM,568.0
1054CA,800.0
2274PL,950.0
3811MS,null
3026CD,null
1111AH,952.5
1211JW,665.0
2905TP,750.0
2375XD,720.0
1716KK,1322.0
3081HD,1050.0
5246AC,null
8933AL,324.0
3561XM,null
1111LM,null
2274LP,null
3083DV,null
1073HX,690.0
2274LD,1700.0
6214RK,335.0
4814AX,null
8911BC,null
3312CD,390.0
3083TB,null
8911GP,null
6835GL,null
6511LX,null
1062AW,600.0
3083VL,870.0
3554XP,595.0
3523CW,null
2313AS,null
8911GA,null
7511NH,null
5552JA,null
2564RA,null
5011DM,null
1091PE,null
9741NL,null
8225RS,null
3553HG,510.0
7827ZG,null
9728RJ,350.0
1018WT,null
1058GH,null
8922BV,null
3317PK,null
3705ZR,null
5644NH,null
3527VA,400.0
9746CR,null
2032LJ,null
2511EA,null
5361NM,null
8601EV,null
3039KH,null
5652KG,815.0
2624LK,420.0
9718LP,null
1059AS,null
2613VS,360.0
1012SR,1710.0
1141JE,335.0
9712RA,null
1315BK,529.5
2311TW,1300.0
1811ES,null
2717PB,null
3061MN,null
6883GL,null
3527JZ,null
9737NH,385.0
1024CX,null
3081CA,null
3452DV,600.0
2034LP,null
1056WC,783.33
3532AG,null
3083RG,null
1091PN,665.0
5703HS,null
3037EJ,420.0
2312JA,null
1094HR,null
9713JS,null
5504KR,380.0
1068WR,850.0
9711KH,530.0
9715CT,null
6883EP,310.0
5611GK,null
2312KP,1363.33
6812AL,null
3454AJ,null
6222AK,null
9743KS,null
2021CS,null
7412MJ,null
1211KG,425.0
3011KZ,700.0
3079KP,null
9727AB,960.0
7523GJ,null
3522BC,375.0
2321AC,420.0
7943PA,null
4701HM,null
3023BC,650.0
5616AB,393.0
5615CS,1700.0
1078PS,null
1077TE,null
8921VJ,665.0
9671GB,463.0
1062BE,null
3905CH,null
2564HR,390.0
3039EA,650.0
5017JM,700.0
6419GE,367.0
8021VX,null
1057DN,350.0
9742EE,null
2623NB,250.0
1054DW,null
5211VT,null
3991RA,null
1055LP,null
1056NV,800.0
2312TX,null
9737MH,null
1072BJ,null
2131AJ,null
8225LR,null
1091HN,530.0
2521XH,null
6512DG,null
1972LH,null
5042VB,null
3645EJ,null
7556NP,null
5652KA,null
1082JW,null
7316LM,null
5014HZ,null
5654NB,null
1188BH,2450.0
9711PH,813.0
5025KV,208.0
9724JH,1350.0
1181TT,null
3721AN,null
9711HC,450.0
1106DM,1380.0
3972PP,350.0
4133AW,null
5642AR,null
3526JK,500.0
3551CH,null
7311JA,null
6882GZ,391.0
1507EE,899.5
1507JK,583.33
1011DG,null
6512CE,null
1906AL,639.5
3117GA,537.5
5615SX,1663.33
9717BT,265.0
7523WN,375.0
1066EA,600.0
7551DB,195.0
3541SC,null
6826LJ,650.0
6211RC,null
9713JV,null
8931CW,null
8032BL,440.0
5211BH,325.0
2132BH,null
6828GN,486.67
3112BH,null
3571AW,557.5
1077ER,null
1017KJ,null
5645JD,null
1871PJ,959.0
3764CR,null
7815PE,null
7521ZK,null
1103LS,495.0
8064AE,null
6225EA,733.33
9737HH,515.0
9726BA,592.5
1062KE,null
6706KV,380.0
3081BM,460.0
3886MR,null
8918BT,292.0
2316AL,null
5233RL,null
9712KV,800.0
3134VE,null
4837AT,null
2582BM,460.0
9726HM,355.0
8022EH,null
9724BE,null
3011JG,null
2611AP,559.0
9713LK,null
6211GK,null
3707GG,null
3083CG,null
3818EW,null
3514TH,500.0
1501CN,null
1314LZ,null
5037GD,null
6212EJ,null
5212CC,null
2611DD,null
3051EJ,null
4811DL,null
2316JV,null
2317HK,null
6713KB,null
2273HV,null
7545WE,null
8022CN,null
1759ND,null
1052XN,null
2546AN,null
9901BL,null
1079ZA,null
9404CN,null
1187AD,null
3038VS,null
6661NE,null
9714AD,373.33
6221VK,949.0
6717KD,null
2012CT,650.0
1091AJ,null
7542ET,320.0
1106AS,471.25
9737SM,null
7557GC,null
2332EW,520.0
8011PM,null
1012TX,null
1068VZ,500.0
3544MC,450.0
1055JT,766.67
3073GG,null
9741AJ,368.75
7513CM,null
2312DE,null
1093EL,null
3544KG,null
6525JT,null
1161TM,null
2628GK,368.0
3072NX,null
7511BV,282.0
1212AA,null
1097JR,null
1104MV,999.0
1016VK,1030.0
3025TM,603.33
3208AA,null
1058XP,null
7514EA,350.0
3811ET,950.0
1087JA,1477.5
2316HA,null
9721BM,302.0
6535PS,null
9731CA,null
9715ET,null
1053DT,2100.0
5671GA,1172.0
3583RM,465.0
1055VJ,2318.0
3016DH,null
3081GR,270.0
2613AR,null
5231XR,null
3553BJ,null
6826NN,null
1404CZ,null
6543PN,null
1733BB,null
3511AA,null
9737NJ,null
2841AA,2300.0
3811AA,null
1015HV,900.0
8043AK,315.0
2611HT,null
3555SP,null
1183KJ,null
6042GW,505.0
4817ES,null
5041EG,295.0
3233AG,null
2546AL,395.0
1222TJ,null
3022RJ,675.0
6542JH,null
6708BH,375.0
3076EG,null
3511MX,1750.0
3061EJ,null
7513DV,null
6511SZ,null
7607AH,null
9725JV,405.0
3553AJ,null
2625HL,null
1076JS,850.0
1382AB,null
8023BR,264.0
2518AT,500.0
1055HM,null
1871BE,null
9711JL,380.0
3083EG,525.0
3181ZK,null
1862KH,null
1081BG,null
1018HN,null
6828JX,481.67
2593ND,365.0
9711RG,370.0
3076BX,450.0
3532HN,null
3531EM,null
7924PD,null
3031BB,865.0
1062JN,1555.0
9725JK,900.0
9711SH,null
9712EZ,600.0
6718PE,268.0
6811LD,1200.0
7523BN,null
1077TC,583.33
5632MN,336.0
1103RM,null
3522HS,null
1062CR,null
6511GB,545.0
8161AA,null
4819CK,null
3527HK,null
3436AZ,null
9718GN,450.0
5658NR,null
4835PE,null
1566BD,1235.0
3437AR,1450.0
3011PK,585.0
1056AV,700.0
2628TH,null
1314RJ,null
2012VD,null
9743PW,null
4381AM,360.0
1079EZ,937.0
9712NJ,null
3823EH,null
2546CE,null
7521DA,null
4702JR,null
2321BP,null
2231HC,null
5616TB,263.5
1186WL,null
3111LM,1014.5
1112BG,600.0
5615BJ,null
1079VS,680.0
5014HG,null
3571VT,445.0
2625HJ,null
7207PC,null
1217AX,null
7419AG,400.0
3701ED,null
7523HM,360.0
3555BT,null
6214TT,null
1078ML,null
2593RC,null
5625EK,null
2624WL,339.0
3114BV,null
9601XT,null
3572CL,null
1078PZ,650.0
2311VE,null
1811BD,null
8922CM,null
2221TC,null
1058DS,null
3067VH,null
9712JB,750.0
3073GL,635.63
5501DL,null
3531BP,null
1102XH,null
6811HN,null
1053DG,450.0
8012TN,735.0
1103GM,525.0
1404JG,null
8021GC,800.0
9718GB,403.67
6701AD,330.0
5616BW,null
8911CK,789.25
3812AC,null
8922AM,607.5
2312HH,412.0
3082BR,null
1411AA,null
1943MK,null
3971PK,612.5
7961LB,630.0
2132LB,650.0
9724LP,null
3061ES,null
1062ED,1000.0
3011SJ,null
7543ZK,null
9724NL,null
1061AE,1036.67
7701GV,1050.0
1087DP,1190.0
1068SZ,null
2565CW,null
1211CT,null
2321DW,null
3117ST,null
1704XC,500.0
2396HE,null
1053PZ,420.0
1218CN,null
2525VV,null
5014EW,966.0
2625CD,400.0
7522DL,500.0
5025KG,null
1103JX,null
5622KC,null
4381PR,null
2011HP,null
1441CX,null
6231LN,425.0
1103ME,null
9727BK,null
8921NK,null
1328TS,905.0
8254KP,null
2716NC,2000.0
3731JM,1650.0
2316BM,null
2612AX,310.0
2518PN,null
6537MC,null
1103LE,1150.0
3436XG,null
2311HG,300.0
4814HL,376.5
6644DH,350.0
1072LK,1550.0
1561EL,null
1051HV,null
2516TL,null
1056KE,null
9727HL,null
6828AM,606.0
1058GB,null
2533CD,null
1033XE,null
2902GW,1600.0
7531AK,325.0
3731TK,390.0
3561JP,551.0
5504HA,null
1064ZL,null
6224GC,null
3526KS,null
2586HD,null
3074HC,null
9721BA,null
7521VW,null
2065AJ,null
9712HD,null
1012RN,2325.0
2324AJ,null
9718TB,null
1062BJ,null
4132BL,1350.0
4811CA,615.0
9411NG,null
9724AV,900.0
2524VE,null
6532CP,910.0
2134RD,null
3743BK,null
3023HJ,null
2628RH,570.0
6708JL,null
1031AA,1810.0
9714JN,null
1241CW,null
2497EC,370.0
2023XC,null
2516HH,550.0
1025HL,860.0
8921AG,310.0
6217PG,540.0
5911KH,648.25
7511JS,540.0
1223PZ,515.0
3074RA,null
1012HE,775.0
6467EE,495.0
3022NJ,495.0
1181GD,1785.0
2806RV,292.0
1079AK,null
9751GD,null
5012AN,895.0
1061VX,null
3572PL,null
4814HS,295.0
1018BR,500.0
6221JA,null
1104GR,666.0
2612SP,382.5
6828HX,null
2624NG,415.0
3083VP,475.0
6537AX,501.0
3021EG,575.0
2021ZR,null
5022AK,null
1032XM,1325.0
1102TG,850.0
3068BC,550.0
9724AE,null
1094TV,800.0
2515NC,400.0
2023BM,null
2612AN,891.0
9724NE,360.0
1016GC,null
2025XC,null
2311NT,856.67
6731CK,null
3066CD,400.0
3014BE,null
9712AX,null
9713JC,null
1053LR,1250.0
9591AX,440.0
1012RV,null
5038TP,null
1019MN,560.0
9718CK,892.5
2631CW,306.67
3073HG,null
6562EJ,null
3132EC,null
6535WS,null
1053ZJ,930.0
9712VL,440.0
7415LX,733.33
1015MH,null
3511RA,null
5615CL,null
1095GE,null
1111AS,null
9721SH,null
5051SW,250.0
7557HM,519.0
9727GZ,null
3513EX,714.0
2573CB,null
3572CB,null
1814EG,null
2613CR,515.0
1056NE,null
3051HN,500.0
3522EK,1000.0
2032XK,null
3554AS,null
5625AP,1350.0
1017HB,695.0
3134CA,null
5754AZ,353.0
1061SX,1840.0
7412PP,null
3563BD,1575.0
2012VP,null
7512DN,null
1811BB,null
9745EA,475.0
1011CE,null
5236AZ,null
1055TM,null
2132RC,null
1339GX,null
6701AA,246.0
3038TD,null
9718KB,null
5017BA,null
1079TV,null
6691ZG,null
1060RL,null
6373BT,null
1061HK,500.0
3514HK,null
3438AC,637.5
1056PJ,null
7425ST,null
3526BH,null
1094ND,null
6538JG,null
9711RS,680.0
1053KW,null
9725CA,842.5
1074EJ,825.0
7545XA,300.0
1106XV,null
2281CD,null
6412XG,327.78
2152ET,425.0
2034EE,990.0
3551SW,240.0
5211EC,null
1098XD,450.0
3039LW,null
1058CC,null
1051TH,1.0
3063AP,1356.0
1106DG,1650.0
6822KJ,440.0
3941HC,340.0
9948PA,438.0
3531RZ,null
3011LN,1037.5
5645EH,1650.0
6814AN,627.0
1073JS,null
3431HP,1450.0
9712XD,575.0
7011DT,null
1104MP,null
1217RN,null
2252AS,430.0
9715JJ,null
9401AM,812.0
2611CN,null
9711EB,435.0
5644LK,null
5503JT,500.0
3525VR,575.0
3083DE,null
1106NP,null
3524WB,null
8102GC,310.0
6828RE,494.67
2518TG,null
1103TX,null
5013BA,null
1103MT,639.17
6828DT,null
7513ZB,290.0
1381XR,null
2512VX,null
2562ED,670.0
1034TS,null
1062DA,1260.0
1076NH,null
2611LB,null
3514VV,700.0
3112DB,null
3451AC,825.0
9722GS,null
6511DS,null
3563AV,null
1091NC,null
3038TX,425.0
6708KJ,null
3039EG,null
6521AC,null
5046CV,857.0
3317BL,null
7204SG,null
6811GR,null
1111LT,null
2573KN,1240.0
3081GS,null
2593XB,null
6525GP,null
8933DZ,null
1025KL,null
1055JV,1740.0
7533VE,null
7534GL,null
3082SL,828.0
3051PK,null
2031CT,null
1016NL,1600.0
3033XB,null
5612KL,302.5
9743PE,250.0
7521DP,null
5213SZ,415.0
4819CX,398.8
6134VJ,380.0
1106DN,716.0
3512PS,1420.0
6825AH,362.5
3083DJ,810.0
7607BM,null
1103LG,718.75
7545CW,349.67
5223KD,740.0
1505TJ,1066.67
2992AE,null
3524ZK,null
3011BT,495.0
3572BC,null
1102TX,655.0
6701AZ,356.67
6523EM,null
9712NG,440.0
7321CE,null
1056HM,645.0
1021VL,475.0
6591WV,389.0
9745AC,null
3723DR,587.5
9482TV,null
2333XZ,null
9725GC,720.0
5013BM,null
1829GD,null
1095TR,null
6511MD,null
7557CC,377.5
1382VW,750.0
2582HG,null
1094BT,1100.0
5911CH,320.0
1103JV,940.0
6225AJ,null
3817ZN,null
8933AX,null
2597BG,null
1073BT,null
1622HP,null
5212CM,null
5911HA,592.0
1107XH,null
8224JE,1160.0
1069GA,null
2611JE,null
1098VM,null
3011AL,621.0
9436PL,null
5914XN,null
7157CC,null
5616NK,null
1076BK,null
6512EC,1250.0
3028ES,null
1067ZC,null
3026AD,null
1061GM,1125.0
5552NG,null
9254HA,null
2312PD,null
5644PG,null
1019PR,1050.0
2612CE,320.0
7103EB,339.0
2181BG,540.0
1102BB,null
5038TV,643.07
1441ML,708.33
7812JR,375.0
3862PW,null
1068CC,null
3551BD,null
5705AM,null
4827AE,437.5
9726HJ,398.0
7545MR,257.0
1103LM,null
3062KH,null
5612HX,450.0
3067JE,700.0
8465SN,366.67
3112LK,null
1094RV,500.0
6521JA,null
9742AG,403.0
7511EG,850.0
3431BV,1256.67
3531SG,null
6811MC,618.0
3073BE,575.0
8926MH,null
9725CG,452.0
8924HE,null
1363WE,557.78
1056EK,1440.0
1025BM,null
6901BL,353.0
6217HB,null
3524EN,null
3021NB,610.0
2516TS,null
1183HJ,null
6811BV,null
2033PM,null
1091HV,null
5616AC,1326.0
6828KV,504.0
5038CJ,979.67
6882AG,null
2133GL,null
5911AA,null
2011WP,null
8937AZ,null
1012JG,null
3572ED,490.0
9744DX,788.0
2628BT,420.0
5616CS,600.0
1062XR,null
2546TX,null
1824EN,500.0
5654PM,null
3531JG,null
1071AP,670.0
2571AV,null
4615ED,null
2613DR,null
3023KB,null
1106DJ,2100.0
9718ED,1113.0
5541BC,null
2571BP,785.0
7414WS,null
6533HV,null
1053EX,600.0
2201PC,null
3404AW,843.33
6881TE,1105.0
1060RC,605.0
1093CR,null
5046HA,1023.0
1811MA,null
3061NC,1350.0
1095TH,null
2513VK,460.0
1338TN,null
2181SX,null
5653MD,null
3061CM,512.5
1383DX,null
3521BS,null
6822KG,607.0
3028TK,900.0
5626AN,null
3252BX,null
2517HV,null
5042HP,1049.0
9714BC,587.5
2021EM,1300.0
1391CL,null
9711NG,407.0
2624CX,null
2312SC,1050.0
6824LJ,918.0
1221BV,null
9713HT,315.0
6432AR,null
2521ZK,1900.0
6531MB,null
3552CE,700.0
1060SG,null
1064CX,673.33
3563ST,600.0
6542VC,null
5014HH,360.0
3075KA,null
1016LC,550.0
4814DB,672.5
2587SR,335.0
3068MT,null
1034MB,null
8448GK,null
1972PM,716.67
3511NL,null
2311XL,372.5
9712KT,404.0
4811WR,600.0
2312AD,null
1036KK,null
1506PS,null
1102ZS,null
3554VS,null
6511VZ,580.0
1062KC,null
2521RH,325.0
3972TS,null
3083CX,366.67
5223KK,null
2514BB,null
6217GW,null
1102NJ,null
3707HV,null
9714BT,null
6865HP,795.0
6531KT,835.0
3961CH,910.0
1079TL,null
1211ET,null
6537SK,null
2312KX,null
3037EA,499.0
2225BK,null
3532VA,1400.0
7533AB,575.0
8921CX,null
5611EP,765.0
1054LB,null
9714AT,null
3011ET,null
5042TB,790.0
5211ED,null
2172TJ,null
2611SE,null
5654PR,null
6212XG,null
3531EX,null
1069EM,680.0
2152XA,null
2511BA,640.0
2515BJ,750.0
8932EK,825.0
9721GA,375.0
1073NB,null
1067KT,500.0
3581VC,null
9621TA,null
3035BS,427.0
4819GE,null
3607KH,null
3704NH,650.0
3553AD,550.0
3112KR,null
2628CX,null
6832EC,1060.0
6545GE,325.0
5021EJ,null
9724KN,null
2324LE,null
5664AG,null
3052TJ,null
6431BN,null
3527KB,500.0
6663CA,null
6524ES,null
6466AW,770.0
1024AS,null
5615DA,null
2641GJ,null
9712HE,585.0
1069CL,1154.17
3076CM,716.67
2582XS,null
1096GM,1400.0
2548HV,866.67
9714JB,370.0
1057RJ,1575.0
2312EB,null
3051XK,null
1083CS,1567.5
2571CE,null
2573GP,null
9714GC,null
6533HH,635.0
1033VM,692.5
1067LN,null
9723LD,null
1064AD,null
1431CA,1895.0
2628DV,353.0
1103KN,510.0
5271JC,null
3021JD,656.0
6217KT,null
4131AS,null
6821CC,865.0
1073NC,872.5
3648KA,null
3811KH,682.5
1019DV,810.0
3021XW,null
6865HT,393.57
3112HD,null
3985RV,null
2311GZ,null
7521XD,758.33
2322LM,1608.75
9402KC,438.0
1187AV,null
1061DD,672.5
9714EP,null
6131HK,null
7531TG,355.0
1403ED,null
7544HG,null
5216KG,null
2517VP,null
3063AK,null
8922EA,null
2282CC,null
1056DZ,null
5611AM,null
3521XM,null
9717KR,null
2582CC,null
6573CL,341.5
2574TG,null
1063NC,675.0
2313SJ,null
1075VZ,null
5501GG,290.0
6542XM,null
2024BR,null
7542BA,830.0
2022TH,640.0
6811DG,null
3526CN,627.5
8932HA,375.0
1012NC,2150.0
3511RP,null
3073GD,350.0
1072KE,750.0
2561EC,null
9718KH,null
1052BA,1000.0
6533NP,null
2612HX,518.0
5212XA,null
1944HC,null
1055LS,null
5616SC,839.33
9711LN,null
7545CL,412.33
7256KL,715.0
5025HV,1185.0
2571GB,382.5
2333BR,372.5
3038PG,600.0
6521EK,1125.0
3011LH,682.5
5611HC,1745.0
3813NW,null
5631BD,400.0
2547AH,445.0
9737KK,null
5262GD,null
3526WK,420.0
7411RA,null
3011JK,650.0
7511DA,null
3645AN,null
5761BV,458.0
1087KR,null
5654PH,null
8012VA,null
6881TD,null
3016AG,380.0
2624WV,null
4826GG,725.0
1079RH,null
9716CM,null
8935LJ,null
1069EL,695.0
2512SH,null
5611HX,930.0
2584VM,550.0
9718AR,475.33
2561VA,1625.0
5041DJ,310.0
3076CR,null
3086HN,448.0
2311BL,null
9714JH,null
1063LW,null
6523CH,null
1112XC,1115.0
1403AW,null
3039HL,null
3817CH,null
1815KA,null
1072BP,null
5042ES,717.5
7542EX,null
2573EJ,null
6811HZ,null
1069EE,null
2518AN,null
1078KK,null
1056GN,750.0
7511NV,340.0
2586AB,null
7824KG,null
2611JB,null
1093JB,880.0
3533GN,null
3061ZJ,null
8935BP,352.0
2513AN,1116.67
1021NE,null
5611AT,null
2311JE,760.0
8124PW,775.0
2013EN,null
6828EN,null
1066AW,625.0
2225LG,null
7531HB,665.0
3453RR,null
6833HA,null
2562CJ,750.0
3511RR,null
2625HR,null
7523VW,450.0
3027HM,null
2271CB,null
7311ML,null
8933CK,null
7103GM,445.0
8226RS,650.0
6161HZ,395.0
5611CR,null
9725BC,345.0
1077ZL,495.0
1087HT,null
3523RV,null
1064JE,495.0
3527HX,575.25
2562HG,null
2613PE,null
2312GS,430.0
9723DL,530.0
5042ZK,null
5211EH,1600.0
5611HA,1625.0
8011RX,null
3311AW,550.0
9722AD,360.0
3564SM,400.0
2321BT,395.0
3077VB,null
1102HM,480.0
5626AD,null
9741AD,null
3112AL,null
3524BB,null
1104TT,null
2628JJ,null
9712NC,465.33
3555WD,875.0
3036EA,545.0
2274NL,null
2611XD,null
1021GH,1100.0
9716AN,550.0
1363LR,583.33
6534TJ,337.5
1057JX,700.0
3841DS,438.0
5615AC,null
3114NM,1195.0
3067TL,null
2563AT,null
8601BB,null
7531DG,null
9718AV,null
2593VL,null
1060MN,850.0
3531TC,null
5611KK,null
3065HJ,525.0
5306AB,null
6711AK,null
7756PG,null
3521CC,null
6224GV,368.5
7557AD,null
5042CM,null
3083SW,1175.0
1211NM,null
5623EG,null
1112WT,null
1055ZG,null
1024TN,null
1325GA,472.5
9712NH,null
6512BH,null
6541RB,192.0
5616AV,null
4813XC,null
1106NV,null
7311ME,null
6217CP,null
1815VM,460.0
3032AX,null
3036JN,null
1097HZ,null
8931BD,null
1404CC,null
1079MA,2050.0
7545ZH,253.0
2282XD,null
5014JG,null
3072AE,890.0
5211HG,null
3563AC,409.4
7533VB,474.0
1825CS,470.0
1058AA,null
7814TC,null
1052MA,950.0
3313AN,458.33
3512BE,610.0
1106BA,550.0
5433NB,350.0
9714GV,379.0
7522ME,null
3022NL,null
3527EA,null
1064SW,null
4811NB,null
6942BE,310.0
1421NH,null
3451ZL,null
7371BX,null
9718TJ,null
1111NL,null
2011LJ,625.5
5652GT,260.0
1092BB,null
5025PR,null
4814CL,400.0
1063AR,null
1276MS,null
3026GB,null
2311TL,1775.0
2642JM,395.0
1435LG,2045.0
6415AK,820.0
7412XX,null
3028XB,651.0
3511BD,1000.0
3437KJ,450.0
2024VT,null
2513VC,null
6822KN,700.0
1902TA,null
3079AN,null
1072VK,500.0
7514XM,252.0
1141KN,1350.0
4814GD,null
2542NP,null
1215LA,null
8011LA,350.0
6214VJ,534.5
1057JA,775.0
9718BW,407.0
2311GA,765.0
1121NZ,null
3531SJ,562.0
6931VC,null
9721HZ,null
5235VJ,null
5015AD,700.0
6826MD,null
1019HZ,null
2023XA,null
1319DD,null
5045CE,400.0
3043AH,null
9601LE,null
4811XA,625.0
3526WR,null
5632MP,525.0
1060SW,null
2584VS,null
5658HZ,null
1277AS,1015.0
2021EE,null
8383EA,null
1181LP,650.0
1025TW,null
8932KJ,null
3572HB,null
7552BE,null
2497ZE,null
1541KT,null
2315TK,null
8931GA,460.0
2583CT,null
5215AN,1345.0
8921TV,null
2645HZ,840.0
5231BW,null
6535SM,320.0
9722GR,350.0
4815AV,600.0
2531AH,null
3022GD,648.33
7512AD,600.0
1181TV,1900.0
1509WP,300.0
7601VZ,450.0
2905PA,400.0
6708PZ,null
6217KC,null
9401KW,null
3941HJ,null
